,Index,action,survey,category,readAction,intention
410,847,drinkMug,moving their fist up,do,False,instrumental
411,848,closeJar,opening a jar,do,True,instrumental
412,857,dispenseSoap,squirting hand sanitizer,do,True,instrumental
413,850,snipScissors,"closing hand, like demonstrating something is small or to be quiet",show,False,both
414,851,brushTableBroom,sweeping,do,True,instrumental
415,849,crushBottle,"curling hand inwards to themselves, maybe asking for the water",show,False,both
416,852,blowCandle,blowing air,do,True,instrumental
417,853,peelPostIt,moved one hand away from other hand,do,False,instrumental
418,854,openLid,acting like twisting a bottle top off,pretend,True,none
419,855,igniteLighter,acting like lighting a lighter,pretend,True,none
420,888,drinkMug,seemed to be a clip of counting down for rock paper scissors.,show,False,communicative
421,889,closeJar,opening a jar,do,True,instrumental
422,890,openLid,twisting 2 fingers in the air,do,False,none
423,891,openGluestick,opening chapstick,do,True,instrumental
424,892,brushTableBroom,sweeping,do,True,instrumental
425,894,drinkCup,drinking from a cup,do,True,instrumental
426,887,sprayBottle,spraying a bottle in the air,do,True,instrumental
427,895,flipPage,explaining a width of a goal post,show,False,communicative
428,896,swipePhone,"swipes finger on hand,perhaps to support a demonstration/explanation",show,True,both
429,897,foldPaper,folding a paper in half,do,True,instrumental
430,898,flickTrash,"playing paper soccer, the person in front just ""kicked"" the ball",do,True,instrumental
431,899,twistCube,opening a jar,do,True,instrumental
432,893,igniteLighter,"pressing a button, perhaps pepperspray",do,False,instrumental
433,886,pullTissue,getting a tissue,do,True,instrumental
434,883,drawLine,drawing a line,do,True,instrumental
435,884,dispenseSoap,getting hand sanitizer,do,True,instrumental
436,882,zipPlasticBag,closing a ziploc,do,True,instrumental
437,881,pressRemote,Pressing  a button on an invisible remote,do,True,instrumental
438,880,snipScissors,cut the air,do,True,instrumental
439,879,crushBottle,flexed hand mid conversation,show,False,communicative
440,877,openSnack,Just opened a bag,do,True,instrumental
441,876,foldNapkin,Seemed to play a hand game. index fingers were on top of the thumbs and slid back towards the hand.,pretend,False,none
442,875,eraseMark,calmly attempted to erase the line.,do,True,instrumental
443,874,openCan,Bent index finger.,do,False,instrumental
444,873,insertAirpod,Appeared to reach for the airpod then decided not to. Possibly conveying sense of disinterest in a conversation.,show,False,both
445,872,chargePhone,"The left hand, which was palm up open and the right hand which was palm up half closed moved toward each other in the center.",do,False,instrumental
446,871,tapPhone,appeared to be counting something.,do,False,instrumental
447,870,peelPostIt,moving hand to the side.,do,False,instrumental
448,885,blowCandle,blowing a candle,do,True,instrumental
449,878,tweezeTweezer,Just bent finger,do,False,instrumental
450,238,tweezeTweezer,showing the act of closing the tweezers for use,show,True,communicative
451,210,drinkMug,lifting up a fist,do,False,instrumental
452,213,pressRemote,"Finger dropped. no meaning to this
",unidentified,False,none
453,214,foldNapkin,I did not understand. The hand movement made no sense,unidentified,False,none
454,215,openSnack,The person wants to open the bag,do,True,instrumental
455,216,igniteLighter,Light the lighter,do,True,instrumental
456,217,snipScissors,seems like a gesture for quiteness,show,False,communicative
457,218,openGluestick,I dont know,unidentified,False,none
458,219,brushTableBroom,sweeping the paper,do,True,instrumental
459,220,flipPage,Jumping over something or moving?,do,False,instrumental
460,221,closeJar,opening a jar,do,True,instrumental
461,222,twistCube,solving a rubix cube,do,True,instrumental
462,223,flickTrash,annoying someone? flinging a paper across the table,show,True,communicative
463,224,insertAirpod,put airpod in,do,True,instrumental
464,212,drawLine,with the pencil in context I understood what it was saying but the gesture was not communicative,do,True,instrumental
465,239,eraseMark,flipping a page,do,False,instrumental
466,226,crushBottle,This has no meaning to me,unidentified,False,none
467,227,openCan,no meaning,unidentified,False,none
468,228,openLid,looks like shes trying to open something but im not sure,do,True,instrumental
469,229,foldPaper,folding an object,do,True,instrumental
470,230,tapPhone,"""using an iphone""",do,True,instrumental
471,231,zipPlasticBag,zipping and unzipping a bag,do,True,instrumental
472,232,peelPostIt,taking a post-it note off the pad,do,True,instrumental
473,233,pullTissue,using a kleenex,do,True,instrumental
474,234,chargePhone,plugging in iphohne,do,True,instrumental
475,235,sprayBottle,not sure,unidentified,False,none
476,236,swipePhone,"swiping something on phone, maybe the action of deleting",do,True,instrumental
477,237,blowCandle,gesturing a blowing out of candles,show,True,communicative
478,225,dispenseSoap,use hand sanitizer,do,True,instrumental
479,211,drinkCup,shows the action of drinking from a cup,show,True,communicative
480,418,pullTissue,hand in a pinching motion and swiping the hand up,do,True,instrumental
481,390,chargePhone,"Held both of their hands up, one hand in a cupping motion and the other acted like it was holding a pencil",pretend,False,none
482,417,insertAirpod,Raising their hand in a pinching motion and bringing the hand to their ear,do,False,communicative
483,416,openGluestick,Taking off the cap of a glue stick or lip balm,do,True,instrumental
484,415,igniteLighter,They acting as if they are holding a lighter and lighting it,pretend,True,none
485,414,blowCandle,"Pursing their lips to make an ""o"" shape",do,False,instrumental
486,413,swipePhone,One hand in a cupping formation with the other making a swiping motion above the other hand,pretend,True,none
487,412,openSnack,Making a pinching motion in both hands and then twisting the hands in opposite directions,do,False,instrumental
488,411,flickTrash,Making a flicking motion with their thumb and pointer finger,do,True,instrumental
489,410,flipPage,Turning a page of a book,do,True,instrumental
490,409,eraseMark,Trying to erase a pen marking with an eraser,do,True,instrumental
491,408,zipPlasticBag,One hand in the fist with the other in a pinching motion. The hands started together with the pinching hand moving away from the other fist,pretend,True,none
492,407,foldNapkin,Pointer fingers laid over their thumbs and then moved across the thumbs as their hands sat in the air,show,False,communicative
493,406,openCan,Opening a bottle of juice,do,True,instrumental
494,419,pressRemote,Pressing buttons on a TV remote,do,True,instrumental
495,405,foldPaper,Folding a piece of paper in half,do,True,instrumental
496,402,drinkCup,Cupping their hand as if they were holding something and then gesturing towards themselves,do,False,both
497,401,closeJar,Performing the actions of unscrewing a jar,do,True,instrumental
498,400,crushBottle,Squeezing a water bottle,do,True,instrumental
499,399,drawLine,Hand formed almost like they're holding a pencil and moving it across the desk,do,True,instrumental
500,398,snipScissors,Cutting scissors in the air,do,True,instrumental
501,397,drinkMug,Raising their fist up towards themselves,do,False,instrumental
502,396,sprayBottle,Spraying a sunscreen bottle,do,True,instrumental
503,395,twistCube,they are mimicing the actions of solving a rubiks cube,pretend,True,none
504,394,openLid,They're opening a water bottle lid,do,True,instrumental
505,393,brushTableBroom,"Gesture felt similar to a movement a conductor would make, kind of like a motion of playing a string instrument",show,False,communicative
506,392,peelPostIt,One hand in a fist the other acted as if it was pulling something like a rope away from the other hand,do,False,instrumental
507,391,tapPhone,One open hand with the other hand pointing a finger and making a downwards motion towards their other hand,show,False,both
508,403,dispenseSoap,Hands flat in the air with their palms facing opposite directions. They then moved one hand up and then brought it back down to be level with the other hand. ,do,False,instrumental
509,404,tweezeTweezer,Making a pinching motion,do,True,instrumental
510,0,snipScissors,"the girl was making a mouth closing motion with her hand, i was also distracted by the scissors that were large and in the frame",pretend,False,none
511,15,openLid,"since there is a water bottle in front of me, i think she is asking for me to open it.",show,True,both
512,1,openCan,"i assumed that since there is a can of apple juice, that the hand motion was communicating for me to nudge it towards her.she did a sort of ""bring to me"" motion",show,False,both
513,2,pressRemote,"the girl was pressing an imaginary tv remote. since there is a remote in front of her, i would assume she is asking for the remote",pretend,True,both
514,3,flickTrash,"it looks like she is just flicking dust away on the table, not really saying anything to me",do,True,instrumental
515,4,chargePhone,"it looks as if she is pretending to hold a phone in her hand and plug in a cord. however, that doesn't really communicate much to me, and that was only the conclusion i came to after making an inference, it was not very obvious",pretend,False,none
516,5,dispenseSoap,"she looks as if she is just using hand sanitizer, which does not involve me at all",do,True,instrumental
517,6,drawLine,"she is making a mark on a paper. it looks as if she may be starting to draw or write something that could communicate a message, but just a line does not tell me very much for now. ",do,True,instrumental
518,7,drinkCup,"she was taking a sip of a drink. that does not really involve me. if she is drinking something, she is not talking to me. ",do,True,instrumental
519,8,closeJar,"she is making a motion like she is opening a jar. if there was a jar in front of me that i needed help opening, this would effectively communicate that she would help me.",show,True,both
520,9,sprayBottle,"she is making a motion as if she is spraying something in a bottle. since there is a bottle of sunscreen, this can communicate that she wants a turn to use the sunscreen.",pretend,True,both
521,10,igniteLighter,"she seems to just to be using a lighter, which doesn't really involve me.",do,True,instrumental
522,11,tapPhone,"she's using her phone, which does not involve me.",do,True,instrumental
523,12,insertAirpod,"if she is putting in airpods to listen to her own music, that would not involve me at all and be a 1. my assumption could be that since we are at a table together and she is only putting in one airpod, that we could be sharing music through airpods which could connect us. ",do,True,instrumental
524,13,peelPostIt,"the motion looked like tearing a paper to me. if we were in class and a teacher said we only needed half sheets of paper, i would assume that this motion meant for me to tear the paper in half and give her the other. ",pretend,False,both
525,29,tweezeTweezer,she presses her thumb into her other fingers. this looks like something someone does when they're fidgeting while nervous. i don't really understand how it involves me,do,False,none
526,16,swipePhone,"it looks as if she is sending a text from her phone, but i'm not sure if this is to me? it depends on the situation, but this could either be rude or be her communicating with me",show,True,both
527,28,pullTissue,"she looks to be motioning for me to pick something up? but since there is nothing in frame to inform me of what, i kind of don't understand what she is referring to",show,False,both
528,27,foldNapkin,"she seems to be folding a napkin, which doesn't really involve me",do,True,instrumental
529,26,blowCandle,"she was blowing out a candle. the smoke comes over and gets in my face, which is RUDE!!!! i guess blowing out a candle could signal the end of our time together, but the smoke blowing over into my face was very off putting so i put a 1 because that's very inconsiderate of me. ",do,True,both
530,14,flipPage,"since there is a book in front of her, i would assume this is communicating for me to turn the page.",show,True,both
531,24,twistCube,"she looks as if she is turning a dial in her hand, but since there's no context clues or objects to let me know what she is referencing and the gesture itself is not that distinctive, i kind of don't know what she is trying to communicate",unidentified,True,none
532,23,openGluestick,"there is chapstick on the table between us, which i'm assuming belongs to me. she is making a motion like taking the cap off of the chapstick, which to me clearly communicates she wants me to open it so she can use the chapstick. ",show,True,both
533,25,eraseMark,"there is a paper with a streak on it and an eraser in the frame. she made a motion like that of the streak, so i assumed she is asking for me to erase the streak. ",show,True,both
534,21,foldPaper,"from the motion and the paper in front of her, i'm assuming this is her asking for me to help her fold the paper, which is pretty clear in this situation. ",show,True,both
535,20,openSnack,"it looks as if she is just opening a bag of chips. i don't know if they are just for her or if they are to share with me? if she is opening a bag just for herself, that does not really communicate with me. but if we are sharing, that's like a 4 because then she's signaling ""let's eat this together!""",do,True,both
536,19,zipPlasticBag,"it looks as if she is closing a ziploc bag. if we're sharing snacks and she does this motion to me, i know she is good and i can close the bag. ",show,True,both
537,18,drinkMug,"she looks as if she is just looking at a coffee mug. her concerned expression kind of says maybe ""hey this is weird"" or something, but since it is oriented towards her and she is not extending it in my direction, i feel that it does not involve me very much.",do,False,none
538,17,brushTableBroom,"i have no idea what that motion was supposed to mean. i feel like motions are important to CLEARLY communicate something, so if i do not understand what she is trying to say with the gesture, i don't think she is communicating anything.",unidentified,False,none
539,22,crushBottle,"she looks as if she is crushing a pretend water bottle in her hand. since there is an empty water bottle in front of me, i assumed that she is asking for it so she can crush it and throw it away.",pretend,True,both
540,916,drawLine,She is showing how to draw a line with a pencil on a piece of paper.,show,True,both
541,917,openGluestick,She is opening a glue stick.,do,True,instrumental
542,918,drinkCup,"She is showing the hand motions of drinking from a cup, with a cup placed in front of her.",show,True,communicative
543,919,igniteLighter,She is showing how to turn on a lighter.,show,True,both
544,920,crushBottle,"She is showing what happens if you slightly poke an empty water bottle, how it easily moves.",show,True,communicative
545,927,openLid,She is opening a water bottle.,do,True,instrumental
546,922,blowCandle,She is showing how to whistle or blow.,show,True,both
547,923,pullTissue,She is raising her fist slightly.,do,False,instrumental
548,924,openCan,She is showing how to open a can of apple juice.,show,True,both
549,925,openSnack,"She is showing the hand motions of opening a bag of chips, with a bag of chips placed in front of her.",show,True,both
550,926,swipePhone,"She is showing how to swipe on a phone, with a phone placed in front of her on a desk.",show,True,both
551,915,closeJar,She has a jar in her hand and is showing how to open it.,show,True,both
552,921,chargePhone,It looks like she is showing the hand motions of how to load a gun (but with no real gun anywhere around her).,show,False,communicative
553,914,pressRemote,"She is showing the hand motions of turning on a TV with a remote, with a real remote placed in front of her.",show,True,both
554,907,peelPostIt,She appears to be nonverbally explaining the hand motions of opening a zipper.,show,False,communicative
555,912,foldPaper,She is showing the hand motions of placing an object on a table.,show,True,communicative
556,911,brushTableBroom,She is showing how to use a dustpan and broom.,show,True,both
557,910,snipScissors,She is showing the hand motions of using a pair of scissors.,show,True,communicative
558,909,flipPage,She is showing the hand motions of flipping a page in a book,show,True,communicative
559,908,foldNapkin,She appears to be nonverbally explaining the hand motions of pulling something toward you.,show,False,communicative
560,906,zipPlasticBag,She is nonverbally explaining the hand motions of opening a ziploc bag.,show,True,communicative
561,905,insertAirpod,It looks like she is just pinning her hair behind her ear.,do,False,instrumental
562,904,sprayBottle,She is moving her pointer finger down and upward.,do,False,instrumental
563,903,drinkMug,She is raising her fist slightly.,do,False,instrumental
564,902,dispenseSoap,She is pumping hand sanitizer onto her hand with no facial expression.,do,True,instrumental
565,901,twistCube,"She was non verbally explaining the hand motions of solving a rubix cube, but with no expression.",show,True,communicative
566,928,flickTrash,She is flicking a piece of paper on the desk.,do,True,instrumental
567,900,tapPhone,She was tapping her finger against her hand with no expression.,do,True,none
568,913,tweezeTweezer,"She is showing the hand motions of how to use tweezers, with a pair of tweezers in front of her.",show,True,both
569,929,eraseMark,She is erasing a line on a paper.,do,True,instrumental
570,481,tapPhone,"Pressing a button on her phone, perhaps showing how to work something on her phone",show,True,both
571,482,pullTissue,Pulling a tissue from the box,do,True,instrumental
572,480,igniteLighter,Showing how to activate the lighter,show,True,both
573,509,swipePhone,"It appears that she is swiping on her phone, maybe going to the next picture or sliding to the next page",do,True,instrumental
574,508,drawLine,She is showing how to draw a straight line on the paper with the pencil,show,True,both
575,507,openGluestick,She is showing how to pop the cap off the tube of chapstick,show,True,both
576,506,snipScissors,It looks as if she is saying to be quiet because she is closing her fingers together,show,False,both
577,505,brushTableBroom,She is showing how to brush the trash into the tray,show,True,both
578,504,tweezeTweezer,"I am not quite sure what she is doing, perhaps grabbing onto something? Not sure why she uses he thumb to press",unidentified,False,none
579,503,insertAirpod,She is putting an earbud into her ear,do,True,instrumental
580,501,drinkCup,She looks to be bringing a can to her face to look into it or to drink from it,do,True,both
581,500,openLid,She is showing how she would unscrew the cap off the plastic water bottle,show,True,both
582,499,zipPlasticBag,She looks to be zipping up a plastic zip-lock bag,do,True,instrumental
583,498,foldNapkin,She is folding the tissue into a triangle,do,True,instrumental
584,497,flickTrash,She is mimicking how she would flick the crumpled up paper away,pretend,True,none
585,502,twistCube,"I am not quite sure what she is doing, she is making a twisting motion with her hands",unidentified,True,none
586,495,sprayBottle,"She is spraying a scented pump, maybe a dry shampoo or some type of aerosol can ",do,True,instrumental
587,496,openCan,She is popping the tab on the can of juice,do,True,instrumental
588,484,flipPage,"Without context it is hard to tell, perhaps showing how to get from point A to point B, showing some distance covered",show,False,both
589,485,peelPostIt,Ripping a sticky note off of the sticky pad,do,True,instrumental
590,486,dispenseSoap,Showing how to get hand sanitizer from the bottle by pushing down on the pump with her hand underneath it to catch the sanitizer,show,True,both
591,487,foldPaper,She is folding a paper in half,do,True,instrumental
592,488,eraseMark,She is showing how to use the eraser to get rid of the pencil line,show,True,both
593,483,closeJar,Unscrewing the cap off of the jar,do,True,instrumental
594,490,chargePhone,She is plugging in her phone with a charger,do,True,instrumental
595,491,pressRemote,"It appears that she is pressing down a button on a remote, perhaps for a TV",do,True,instrumental
596,492,drinkMug,"She is peering into her mug, perhaps looking to see how much is left",do,True,instrumental
597,493,crushBottle,"She may be grabbing hold of something? It is hard to tell
",do,False,instrumental
598,494,openSnack,"She looks as if she is ripping a piece of paper, tearing the top",do,False,instrumental
599,489,blowCandle,She is blowing out the candle,do,True,instrumental
600,947,zipPlasticBag,unzipping a bag,do,True,instrumental
601,948,openCan,motioning how to scroll on a mouse,show,False,both
602,949,pressRemote,pressing a button on TV remote,do,True,instrumental
603,950,brushTableBroom,swiping her hand towards the other hand,do,False,instrumental
604,951,tweezeTweezer,pinching the tweezers,do,True,instrumental
605,954,twistCube,twisting a rubix cube,do,True,instrumental
606,953,insertAirpod,demonstrating how to put an AirPod in your ear,show,True,both
607,955,crushBottle,squeezing an empty water bottle,do,True,instrumental
608,956,drawLine,drawing a straight line,do,True,instrumental
609,957,pullTissue,demonstrating how to pull out a tissue from the tissue box,show,True,both
610,946,dispenseSoap,clapping with hands apart,do,False,instrumental
611,952,swipePhone,swiping on her phone,do,True,instrumental
612,945,openLid,unscrewing a bottle cap (the motion),do,True,instrumental
613,930,foldNapkin,"bringing her finger towards her
",do,False,instrumental
614,943,openGluestick,peeling carrots with a peeling tool (that motion),do,False,instrumental
615,942,snipScissors,closing the scissors,do,True,instrumental
616,941,foldPaper,demonstrating how to fold the paper,show,True,communicative
617,940,drinkCup,lifting and tipping the cup towards her mouth,do,True,instrumental
618,939,chargePhone,demonstrating how to charge the phone by showing the motion of plugging the charger in the phone,show,True,both
619,938,flipPage,flipping a page in a book,do,True,instrumental
620,937,igniteLighter,clicking something with her thumb,do,False,instrumental
621,936,blowCandle,blowing as if blowing out the candle (just demonstration though),show,True,communicative
622,935,tapPhone,showing how to tap on the phone,show,True,both
623,934,sprayBottle,imitating how to spray the spray can,pretend,True,none
624,933,eraseMark,"sliding her hand forwards, kind of like writing but not really",do,False,instrumental
625,932,flickTrash,flicking something towards me,show,True,both
626,931,peelPostIt,"imitating ripping a paper off the notepad
",pretend,True,none
627,944,openSnack,opening a bag of chips,do,True,instrumental
628,958,drinkMug,lifting the cup to drink (the motion),do,True,instrumental
629,959,closeJar,opening a big cap (the motion),do,True,instrumental
630,976,openSnack,made the motion of tearing a piece of paper,pretend,False,none
631,989,crushBottle,folded in her fingers towards her hand ,do,False,instrumental
632,988,closeJar,screwed a little on a jar,do,True,instrumental
633,987,peelPostIt,peeled off a post-it note ,do,True,instrumental
634,986,insertAirpod,replicated the hand motion of picking up and airpod and putting in her ear,pretend,True,none
635,985,blowCandle,blew out a candle,do,True,instrumental
636,984,openCan,lifted up her hand and moved one finger in and out ,do,False,instrumental
637,983,snipScissors,opened and closed a pair of scissors,do,True,instrumental
638,982,openGluestick,made the hand motion of replicating taking the lid off a chapstick tube ,pretend,True,none
639,981,pullTissue,moved hand to replicate picking up a tissue out of the box ,pretend,True,none
640,980,drawLine,made the hand motion of drawing a straight line ,pretend,True,none
641,979,drinkMug,lifted up a mug,do,False,instrumental
642,978,swipePhone,made the hand motion of swiping on a phone screen,show,True,communicative
643,977,flipPage,turned a book page,do,True,instrumental
644,962,chargePhone,holding her hand up in front of her,do,False,instrumental
645,975,sprayBottle,moved her finger to demonstrate spraying the sunscreen,show,True,both
646,974,drinkCup,moving hand as if lifting up a glass of water to drink,do,True,instrumental
647,973,brushTableBroom,sweeping trash up,do,True,instrumental
648,972,openLid,unscrewing a water bottle lid,do,True,instrumental
649,971,igniteLighter,made the hand motion as if using a lighter,show,True,none
650,970,flickTrash,moved hand as if flicking something across the table,do,True,instrumental
651,969,tapPhone,tapping on a phone,do,True,instrumental
652,968,zipPlasticBag,making a zipper motion ,do,True,instrumental
653,967,foldPaper,moving hands as if putting something down on the table ,do,True,instrumental
654,966,twistCube,motioning turning something in her hand,show,True,communicative
655,965,pressRemote,motioning using a remote,show,True,communicative
656,961,eraseMark,moving her hand on the table,do,False,instrumental
657,964,foldNapkin,"holding up both hands in front of her, moving her fingers ",do,False,instrumental
658,963,tweezeTweezer,pinching her fingers together,do,True,instrumental
659,960,dispenseSoap,using hand sanitizer,do,True,instrumental
660,116,drinkMug,"From the cup placed in front of the person, it suggests that their motion has to do something with the cup. Specifically, they are holding an invisible cup and is bringing it up to their mouth to take a sip out of it.",do,True,instrumental
661,90,openGluestick,The person is lifting their hands.,do,False,instrumental
662,91,flipPage,"The person is going through the motions of flipping a book, but is not actually flipping the pages.",pretend,True,none
663,92,openLid,The person is going through the motions of opening a water bottle. They are not actually opening the bottle that is placed in front of them.,pretend,True,none
664,93,foldPaper,The person is folding a paper.,do,True,instrumental
665,94,tweezeTweezer,The person is using a tweezer.,do,True,instrumental
666,95,sprayBottle,The person's pointer finger is bending down to potentially click something?,do,False,instrumental
667,96,closeJar,The person is going through the motions of unscrewing a cap but is not actually unscrewing the jar placed in front of them.,pretend,True,none
668,97,brushTableBroom,The person is gesturing a sweeping motion but is not actually using the sweeper placed in front of them.,show,False,communicative
669,98,snipScissors,The person is going through the motions of cutting/using the scissors. They are not actually using the scissors in front of them. ,pretend,True,none
670,99,flickTrash,The person is flicking/flinging a piece of paper.,do,True,instrumental
671,100,insertAirpod,The person is bringing something up to their ear. (The object does not actually exist.),do,True,instrumental
672,101,zipPlasticBag,The person is zipping a bag up.,do,True,instrumental
673,102,pressRemote,"The person is pressing something with their thumb, except we don't know what item they are pressing on.",do,True,instrumental
674,103,tapPhone,"From the phone placed in front of them, it suggests that they are holding a ""pretend"" phone while tapping on it.",pretend,True,none
675,104,swipePhone,The person is swiping on an invisible object.,do,True,instrumental
676,105,foldNapkin,The person is folding up a napkin in half. ,do,True,instrumental
677,107,chargePhone,The person is shifting both of their hands towards each other. ,do,False,instrumental
678,108,igniteLighter,The person is pressing on their hand with their thumb. ,do,False,instrumental
679,109,openSnack,The person is opening up a bag of chips.,do,True,instrumental
680,110,peelPostIt,"From the post-it notes placed in front of the person, it suggests that from their motions they are peeling a post-it note.",do,True,instrumental
681,111,dispenseSoap,"From the bottle placed in front of the person, it suggests that the person's motions is pumping the bottle.",do,False,instrumental
682,112,twistCube,The person is twisting the Rubrik cube. ,do,True,instrumental
683,113,drinkCup,The person is bringing a cup up to their mouth and is about to take a sip from it.,do,True,instrumental
684,114,openCan,The person is opening a can of apple juice. ,do,True,instrumental
685,115,blowCandle,The person attempts to blow out the candle. ,do,True,instrumental
686,119,eraseMark,The person has one of their hands faced down while the other hand is moving away. ,do,False,instrumental
687,117,drawLine,The person is drawing a line across the paper with the pencil they are holding in their hand.,do,True,instrumental
688,118,crushBottle,The person is squeezing their hand.,do,True,instrumental
689,106,pullTissue,The person is moving their hand up.,do,False,instrumental
690,990,chargePhone,Charging their phone,do,True,instrumental
691,993,foldPaper,They were laying the sheet of paper out.,do,True,instrumental
692,994,flickTrash,She was flicking the crumpled up piece of paper.  ,do,True,instrumental
693,995,openCan,She was opening the canned drink.,do,True,instrumental
694,997,pressRemote,Pressing keys on her remote.,do,True,instrumental
695,998,pullTissue,Taking out a tissue,do,True,instrumental
696,999,drinkCup,Sipping from a cup,do,True,instrumental
697,1000,closeJar,Opening a jar,do,True,instrumental
698,1001,flipPage,Moving her hand from one thing to the other... not quite clear.,do,True,instrumental
699,1002,twistCube,Solving a Rubix cube,do,True,instrumental
700,1003,foldNapkin,Folding a napkin,do,True,instrumental
701,1004,blowCandle,Either blowing or whistling through her mouth.,do,True,instrumental
702,1005,igniteLighter,Turning on a lighter,do,True,instrumental
703,992,drinkMug,I honestly don't know.  It just looked like they were putting a fist up.  ,unidentified,False,none
704,1006,sprayBottle,Spraying a bottle,do,True,instrumental
705,1008,swipePhone,Swiping on her phone.,do,True,instrumental
706,1009,insertAirpod,Putting an ear bud in,do,True,instrumental
707,1010,brushTableBroom,No idea. She just brushed her hand,unidentified,True,none
708,1011,openLid,Opening a cap,do,True,instrumental
709,1012,dispenseSoap,Pumping out lotion,do,True,instrumental
710,1013,snipScissors,Squeezing something,do,False,instrumental
711,1014,crushBottle,Crumpling up a water bottle,do,True,instrumental
712,1015,tweezeTweezer,Using tweezers,do,True,instrumental
713,1016,eraseMark,Erasing a pencil mark on a sheet of paper,do,True,instrumental
714,1017,zipPlasticBag,Zipping a bag up,do,True,instrumental
715,1018,peelPostIt,"Ripping a sheet of paper?
",do,False,instrumental
716,1019,tapPhone,Using her phone,do,True,instrumental
717,1007,drawLine,Drawing a straight line with a pencil.,do,True,instrumental
718,991,openSnack,"I think they are showing me how to open the bag of chips with their hands.  
",show,True,both
719,996,openGluestick,Opening her lip balm (or some variation of lip product),do,True,instrumental
720,360,igniteLighter,asking for lighter,show,True,both
721,389,flickTrash,flicking something across table,do,True,instrumental
722,388,drinkMug,looking into empty coffee mug,do,True,instrumental
723,387,insertAirpod,pretending to put in an airpod/earbud,pretend,True,none
724,386,openCan,playing with soda can topper,do,True,instrumental
725,385,openGluestick,uncapping chapstick,do,True,instrumental
726,384,snipScissors,miming use of scissors (to close or cut something),pretend,True,none
727,383,openLid,unscrewing cap on plastic water bottle,do,True,instrumental
728,382,blowCandle,breathing out,do,True,instrumental
729,381,openSnack,miming tearing a wrapper?,pretend,False,none
730,361,sprayBottle,not sure,unidentified,False,none
731,379,eraseMark,erase the mark,do,True,instrumental
732,378,pullTissue,arm gesture,show,False,none
733,377,closeJar,unscrew lid,do,True,instrumental
734,376,swipePhone,"swiping away a text/message on phone; not communicating, but I would do something similar if I was bored in a conversation, so it might count as nonverbal communication",do,True,instrumental
735,375,drawLine,drawing a line,do,True,instrumental
736,380,pressRemote,changing channel by clicking TV remote,do,True,instrumental
737,362,zipPlasticBag,mimimg closing a ziplock bag,pretend,True,none
738,374,tapPhone,communicating that I should press the phone,show,True,both
739,363,dispenseSoap,putting on hand sanitizer,do,True,instrumental
740,364,crushBottle,"some sort of hand movement, not communicative",do,False,instrumental
741,365,peelPostIt,asking for post it note,show,True,both
742,367,flipPage,"not sure, if i was telling a story to a friend i might use a similar hand movement depending on situation",show,True,both
743,366,foldPaper,miming folding the piece of paper in half,pretend,True,none
744,369,twistCube,showing how to turn rubics cube,show,True,both
745,370,tweezeTweezer,some sort of click?,do,False,instrumental
746,371,foldNapkin,folding napkin; i might do something similar if conversation/meal was wrapping up,do,True,instrumental
747,372,chargePhone,not sure,unidentified,False,none
748,373,brushTableBroom,telling me to sweep up the straw wrapper,show,True,both
749,368,drinkCup,sipping coffee/beverage,do,True,instrumental
750,1038,igniteLighter,gesturing pressing a button,show,False,communicative
751,1042,openGluestick,gesturing uncapping chapstick while a tube of chapstick was on the table,show,True,both
752,1039,sprayBottle,spraying a bottle,do,True,instrumental
753,1040,openSnack,opening a bag of food,do,True,instrumental
754,1041,peelPostIt,gesturing tearing open a bag of food,show,True,communicative
755,1043,drinkMug,gesturing drinking out a mug while a mug was in front of my POV,show,True,both
756,1049,tapPhone,gesturing tapping on a phone,show,True,communicative
757,1045,twistCube,moving one hand towards themselves while the other hand was stretched towards my POV,do,False,both
758,1046,brushTableBroom,"moving one hand across their body while the other hand stayed stationary and stretched towards my POV, most likely gesturing something",show,False,both
759,1047,closeJar,gesturing opening a jar or bottle,show,True,communicative
760,1048,foldNapkin,"pointing to themselves while napkins were on the table, likely asking for the napkins to be passed towards them",show,True,both
761,1020,crushBottle,"clenching their fist
",do,False,instrumental
762,1044,eraseMark,"moving their hands over the table, most likely gesturing something",show,False,communicative
763,1023,flipPage,"turning a page in a book
",do,True,instrumental
764,1037,dispenseSoap,gesturing using a bottle of hand sanitizer while a bottle of hand sanitizer was on the table,show,False,both
765,1035,insertAirpod,putting in an airpod,do,True,instrumental
766,1036,openCan,gesturing opening a can while a can is on the table,show,True,communicative
767,1022,tweezeTweezer,squeezing tweezers,do,True,instrumental
768,1024,pullTissue,taking a tissue from a box,do,True,instrumental
769,1025,pressRemote,gesturing a remote control while the remote control was in front of them,show,True,communicative
770,1026,drawLine,gesturing drawing a line while a pencil and paper was in front of my POV,show,True,communicative
771,1027,foldPaper,gesturing moving something forward,show,True,communicative
772,1021,chargePhone,charging their phone,do,True,instrumental
773,1029,swipePhone,gesturing swiping on a phone while the phone was on the table,show,True,both
774,1030,drinkCup,gesturing pouring the cup towards themselves while the cup was on the table,show,False,both
775,1031,snipScissors,squeezing their fingers together likely indicating to quiet down/stop talking,show,False,both
776,1032,zipPlasticBag,sealing a ziploc bag,do,True,instrumental
777,1033,openLid,gesturing opening a water bottle while a water bottle was on the table,show,True,both
